,Partij,Datum,Zetel_nr,Kleur,Zetel_aantal
699,NSC,2023-12-14,100,#13133a,20
700,NSC,2023-12-14,101,#13133a,20
701,NSC,2023-12-14,102,#13133a,20
702,D66,2023-12-14,103,#19ad47,10
703,D66,2023-12-14,104,#19ad47,10
704,D66,2023-12-14,105,#19ad47,10
705,D66,2023-12-14,106,#19ad47,10
706,D66,2023-12-14,107,#19ad47,10
707,D66,2023-12-14,108,#19ad47,10
708,D66,2023-12-14,109,#19ad47,10
709,D66,2023-12-14,110,#19ad47,10
710,D66,2023-12-14,111,#19ad47,10
711,D66,2023-12-14,112,#19ad47,10
712,BBB,2023-12-14,113,#c0e231,8
713,BBB,2023-12-14,114,#c0e231,8
714,BBB,2023-12-14,115,#c0e231,8
715,BBB,2023-12-14,116,#c0e231,8
716,BBB,2023-12-14,117,#c0e231,8
717,BBB,2023-12-14,118,#c0e231,8
718,BBB,2023-12-14,119,#c0e231,8
719,BBB,2023-12-14,120,#c0e231,8
720,CDA,2023-12-14,121,#2cc84d,5
721,CDA,2023-12-14,122,#2cc84d,5
722,CDA,2023-12-14,123,#2cc84d,5
723,CDA,2023-12-14,124,#2cc84d,5
724,CDA,2023-12-14,125,#2cc84d,5
725,SP,2023-12-14,126,#ea202d,5
726,SP,2023-12-14,127,#ea202d,5
727,SP,2023-12-14,128,#ea202d,5
728,SP,2023-12-14,129,#ea202d,5
729,SP,2023-12-14,130,#ea202d,5
730,Denk,2023-12-14,131,#1db7b1,2
731,Denk,2023-12-14,132,#1db7b1,2
732,PvdD,2023-12-14,133,#0d733e,5
733,PvdD,2023-12-14,134,#0d733e,5
734,PvdD,2023-12-14,135,#0d733e,5
735,PvdD,2023-12-14,136,#0d733e,5
736,PvdD,2023-12-14,137,#0d733e,5
737,FvD,2023-12-14,138,#950511,3
738,FvD,2023-12-14,139,#950511,3
739,FvD,2023-12-14,140,#950511,3
740,SGP,2023-12-14,141,#e65d23,3
741,SGP,2023-12-14,142,#e65d23,3
742,SGP,2023-12-14,143,#e65d23,3
743,CU,2023-12-14,144,#00A7EB,3
744,CU,2023-12-14,145,#00A7EB,3
745,CU,2023-12-14,146,#00A7EB,3
746,Volt,2023-12-14,147,#3d1365,4
747,Volt,2023-12-14,148,#3d1365,4
748,Volt,2023-12-14,149,#3d1365,4
749,Volt,2023-12-14,150,#3d1365,4
750,PVV,2023-11-22,1,#1c3456,37
751,PVV,2023-11-22,2,#1c3456,37
752,PVV,2023-11-22,3,#1c3456,37
753,PVV,2023-11-22,4,#1c3456,37
754,PVV,2023-11-22,5,#1c3456,37
755,PVV,2023-11-22,6,#1c3456,37
756,PVV,2023-11-22,7,#1c3456,37
757,PVV,2023-11-22,8,#1c3456,37
758,PVV,2023-11-22,9,#1c3456,37
759,PVV,2023-11-22,10,#1c3456,37
760,PVV,2023-11-22,11,#1c3456,37
761,PVV,2023-11-22,12,#1c3456,37
762,PVV,2023-11-22,13,#1c3456,37
763,PVV,2023-11-22,14,#1c3456,37
764,PVV,2023-11-22,15,#1c3456,37
765,PVV,2023-11-22,16,#1c3456,37
766,PVV,2023-11-22,17,#1c3456,37
767,PVV,2023-11-22,18,#1c3456,37
768,PVV,2023-11-22,19,#1c3456,37
769,PVV,2023-11-22,20,#1c3456,37
770,PVV,2023-11-22,21,#1c3456,37
771,PVV,2023-11-22,22,#1c3456,37
772,PVV,2023-11-22,23,#1c3456,37
773,PVV,2023-11-22,24,#1c3456,37
774,PVV,2023-11-22,25,#1c3456,37
775,PVV,2023-11-22,26,#1c3456,37
776,PVV,2023-11-22,27,#1c3456,37
777,PVV,2023-11-22,28,#1c3456,37
778,PVV,2023-11-22,29,#1c3456,37
779,PVV,2023-11-22,30,#1c3456,37
780,PVV,2023-11-22,31,#1c3456,37
781,PVV,2023-11-22,32,#1c3456,37
782,PVV,2023-11-22,33,#1c3456,37
783,PVV,2023-11-22,34,#1c3456,37
784,PVV,2023-11-22,35,#1c3456,37
785,PVV,2023-11-22,36,#1c3456,37
786,PVV,2023-11-22,37,#1c3456,37
787,GL/PvdA,2023-11-22,38,#DF111A,25
788,GL/PvdA,2023-11-22,39,#DF111A,25
789,GL/PvdA,2023-11-22,40,#DF111A,25
790,GL/PvdA,2023-11-22,41,#DF111A,25
791,GL/PvdA,2023-11-22,42,#DF111A,25
792,GL/PvdA,2023-11-22,43,#DF111A,25
793,GL/PvdA,2023-11-22,44,#DF111A,25
794,GL/PvdA,2023-11-22,45,#DF111A,25
795,GL/PvdA,2023-11-22,46,#DF111A,25
796,GL/PvdA,2023-11-22,47,#DF111A,25
797,GL/PvdA,2023-11-22,48,#DF111A,25
798,GL/PvdA,2023-11-22,49,#DF111A,25
799,GL/PvdA,2023-11-22,50,#DF111A,25
800,GL/PvdA,2023-11-22,51,#DF111A,25
801,GL/PvdA,2023-11-22,52,#DF111A,25
802,GL/PvdA,2023-11-22,53,#DF111A,25
803,GL/PvdA,2023-11-22,54,#DF111A,25
804,GL/PvdA,2023-11-22,55,#DF111A,25
805,GL/PvdA,2023-11-22,56,#DF111A,25
806,GL/PvdA,2023-11-22,57,#DF111A,25
807,GL/PvdA,2023-11-22,58,#DF111A,25
808,GL/PvdA,2023-11-22,59,#DF111A,25
809,GL/PvdA,2023-11-22,60,#DF111A,25
810,GL/PvdA,2023-11-22,61,#DF111A,25
811,GL/PvdA,2023-11-22,62,#DF111A,25
812,VVD,2023-11-22,63,#0A2CCA,24
813,VVD,2023-11-22,64,#0A2CCA,24
814,VVD,2023-11-22,65,#0A2CCA,24
815,VVD,2023-11-22,66,#0A2CCA,24
816,VVD,2023-11-22,67,#0A2CCA,24
817,VVD,2023-11-22,68,#0A2CCA,24
818,VVD,2023-11-22,69,#0A2CCA,24
819,VVD,2023-11-22,70,#0A2CCA,24
820,VVD,2023-11-22,71,#0A2CCA,24
821,VVD,2023-11-22,72,#0A2CCA,24
822,VVD,2023-11-22,73,#0A2CCA,24
823,VVD,2023-11-22,74,#0A2CCA,24
824,VVD,2023-11-22,75,#0A2CCA,24
825,VVD,2023-11-22,76,#0A2CCA,24
826,VVD,2023-11-22,77,#0A2CCA,24
827,VVD,2023-11-22,78,#0A2CCA,24
828,VVD,2023-11-22,79,#0A2CCA,24
829,VVD,2023-11-22,80,#0A2CCA,24
830,VVD,2023-11-22,81,#0A2CCA,24
831,VVD,2023-11-22,82,#0A2CCA,24
832,VVD,2023-11-22,83,#0A2CCA,24
833,VVD,2023-11-22,84,#0A2CCA,24
834,VVD,2023-11-22,85,#0A2CCA,24
835,VVD,2023-11-22,86,#0A2CCA,24
836,NSC,2023-11-22,87,#13133a,20
837,NSC,2023-11-22,88,#13133a,20
838,NSC,2023-11-22,89,#13133a,20
839,NSC,2023-11-22,90,#13133a,20
840,NSC,2023-11-22,91,#13133a,20
841,NSC,2023-11-22,92,#13133a,20
842,NSC,2023-11-22,93,#13133a,20
843,NSC,2023-11-22,94,#13133a,20
844,NSC,2023-11-22,95,#13133a,20
845,NSC,2023-11-22,96,#13133a,20
846,NSC,2023-11-22,97,#13133a,20
847,NSC,2023-11-22,98,#13133a,20
848,NSC,2023-11-22,99,#13133a,20
849,NSC,2023-11-22,100,#13133a,20
850,NSC,2023-11-22,101,#13133a,20
851,NSC,2023-11-22,102,#13133a,20
852,NSC,2023-11-22,103,#13133a,20
853,NSC,2023-11-22,104,#13133a,20
854,NSC,2023-11-22,105,#13133a,20
855,NSC,2023-11-22,106,#13133a,20
856,D66,2023-11-22,107,#19ad47,9
857,D66,2023-11-22,108,#19ad47,9
858,D66,2023-11-22,109,#19ad47,9
859,D66,2023-11-22,110,#19ad47,9
860,D66,2023-11-22,111,#19ad47,9
861,D66,2023-11-22,112,#19ad47,9
862,D66,2023-11-22,113,#19ad47,9
863,D66,2023-11-22,114,#19ad47,9
864,D66,2023-11-22,115,#19ad47,9
865,BBB,2023-11-22,116,#c0e231,7
866,BBB,2023-11-22,117,#c0e231,7
867,BBB,2023-11-22,118,#c0e231,7
868,BBB,2023-11-22,119,#c0e231,7
869,BBB,2023-11-22,120,#c0e231,7
870,BBB,2023-11-22,121,#c0e231,7
871,BBB,2023-11-22,122,#c0e231,7
872,CDA,2023-11-22,123,#2cc84d,5
873,CDA,2023-11-22,124,#2cc84d,5
874,CDA,2023-11-22,125,#2cc84d,5
875,CDA,2023-11-22,126,#2cc84d,5
876,CDA,2023-11-22,127,#2cc84d,5
877,SP,2023-11-22,128,#ea202d,5
878,SP,2023-11-22,129,#ea202d,5
879,SP,2023-11-22,130,#ea202d,5
880,SP,2023-11-22,131,#ea202d,5
881,SP,2023-11-22,132,#ea202d,5
882,Denk,2023-11-22,133,#1db7b1,3
883,Denk,2023-11-22,134,#1db7b1,3
884,Denk,2023-11-22,135,#1db7b1,3
885,PvdD,2023-11-22,136,#0d733e,3
886,PvdD,2023-11-22,137,#0d733e,3
887,PvdD,2023-11-22,138,#0d733e,3
888,FvD,2023-11-22,139,#950511,3
889,FvD,2023-11-22,140,#950511,3
890,FvD,2023-11-22,141,#950511,3
891,SGP,2023-11-22,142,#e65d23,3
892,SGP,2023-11-22,143,#e65d23,3
893,SGP,2023-11-22,144,#e65d23,3
894,CU,2023-11-22,145,#00A7EB,3
895,CU,2023-11-22,146,#00A7EB,3
896,CU,2023-11-22,147,#00A7EB,3
897,Volt,2023-11-22,148,#3d1365,2
898,Volt,2023-11-22,149,#3d1365,2
899,JA21,2023-11-22,150,#1b1e45,1
